tense,dataset,num_words,sentence_id,theme,numerosity,structure,sentence,audio_filename
present,naturalistic,9,nat_14533,health,singular,dependent,My sister eats healthy food that she buys online,nat_14533.wav
future,naturalistic,9,nat_14144,food,singular,dependent,His sister will not be eating breakfast tomorrow morning,nat_14144.wav
present,naturalistic,10,nat_14474,work,singular,preposition,Does the teacher in front of us not explain clearly?,nat_14474.wav
future,naturalistic,9,nat_05032,art,singular,dependent,She will not be writing a novel next year,nat_05032.wav
future,naturalistic,8,nat_18463,nature,plural,preposition,Do animals living in forests hibernate in winter?,nat_18463.wav
present,naturalistic,9,nat_00347,work,plural,dependent,Are the kids who aren't paying attention not learning?,nat_00347.wav
present,naturalistic,9,nat_02260,food,singular,dependent,The girl who loves ice cream eats it often,nat_02260.wav
future,naturalistic,10,nat_06277,shopping,plural,preposition,Will the staff of this store not have a meeting?,nat_06277.wav
future,naturalistic,11,nat_09395,science,singular,dependent,Will the lab that I will visit not be open tomorrow?,nat_09395.wav
past,naturalistic,9,nat_07091,science,singular,dependent,Did the machine that was invented make life easier?,nat_07091.wav
future,naturalistic,8,nat_15607,weather,plural,simple,The meteorologists will issue a tornado warning soon,nat_15607.wav
present,naturalistic,8,nat_05880,health,plural,simple,Do we need to call an ambulance now?,nat_05880.wav
present,naturalistic,11,nat_04952,emotion,plural,independent,Are they feeling stressed because they have a lot of bills?,nat_04952.wav
present,naturalistic,6,nat_01477,transport,plural,simple,Flights are usually delayed in winter,nat_01477.wav
future,naturalistic,10,nat_08372,work,singular,simple,Will she be able to finish her degree next year?,nat_08372.wav
future,naturalistic,11,nat_17273,transport,singular,independent,She will take a taxi for she does not like walking,nat_17273.wav
future,naturalistic,9,nat_14131,work,plural,preposition,Are the professors not teaching any courses next semester?,nat_14131.wav
present,naturalistic,11,nat_07248,relationship,plural,independent,Our friends are not coming over because they are busy tonight,nat_07248.wav
present,naturalistic,11,nat_00255,humanity,singular,independent,The theologian studies scripture and how it applies to modern life,nat_00255.wav
future,naturalistic,9,nat_07283,emotion,plural,dependent,The children who are afraid will not sleep tonight,nat_07283.wav
present,naturalistic,8,nat_18608,weather,singular,dependent,Is the heat that we feel not unbearable?,nat_18608.wav
present,naturalistic,6,nat_04513,weather,singular,simple,The heat is not unbearable now,nat_04513.wav
future,naturalistic,9,nat_00107,emotion,plural,simple,The cats will not be afraid of the dog,nat_00107.wav
future,naturalistic,9,nat_03717,transport,plural,simple,The subway will run all night during the festival,nat_03717.wav
future,naturalistic,7,nat_06702,weather,plural,simple,Don't the scientists expect a colder winter?,nat_06702.wav
future,naturalistic,11,nat_00416,emotion,singular,independent,The man will be excited so he will sing loudly outside,nat_00416.wav
past,naturalistic,9,nat_06516,nature,plural,dependent,The mountains that surrounded the village were very steep,nat_06516.wav
past,naturalistic,9,nat_15454,housing,singular,dependent,She used to live in a small studio apartment,nat_15454.wav
past,naturalistic,9,nat_09942,work,plural,dependent,The skills that we acquired at work were transferable,nat_09942.wav
present,naturalistic,9,nat_10463,health,plural,preposition,The kids in my neighborhood love playing outside daily,nat_10463.wav
future,naturalistic,11,nat_10146,transport,plural,preposition,The friends will meet at the bus stop in an hour,nat_10146.wav
future,naturalistic,8,nat_18571,health,singular,simple,The patient will not recover from this illness,nat_18571.wav
past,naturalistic,9,nat_16477,basic,plural,dependent,Were the stories they told interesting to the children?,nat_16477.wav
future,naturalistic,10,nat_04606,basic,plural,independent,The flowers will bloom when the weather gets warmer outside,nat_04606.wav
past,naturalistic,11,nat_16642,relationship,singular,independent,He was a good dad because he worked hard for us,nat_16642.wav
future,naturalistic,8,nat_15989,emotion,plural,simple,Will the anxious patients not be treated today?,nat_15989.wav
present,naturalistic,8,nat_01900,nature,plural,preposition,Are the flowers under the trees blooming slowly?,nat_01900.wav
past,naturalistic,11,nat_07565,sport,plural,independent,Were the players not tired when they had to play again?,nat_07565.wav
present,naturalistic,11,nat_19017,food,plural,preposition,All the tables in the cafe are full of people eating,nat_19017.wav
present,naturalistic,8,nat_00039,art,plural,simple,The students are learning about art history now,nat_00039.wav
present,naturalistic,7,nat_13090,housing,plural,simple,The repairs are not going smoothly today,nat_13090.wav
present,naturalistic,6,nat_15029,art,plural,simple,Can anyone be a good singer?,nat_15029.wav
present,naturalistic,11,nat_18738,humanity,plural,dependent,Do the artists that create sculptures have a lot of patience?,nat_18738.wav
future,naturalistic,10,nat_02980,nature,singular,dependent,Will the sun shining brightly make the plants grow fast?,nat_02980.wav
present,naturalistic,9,nat_09877,shopping,plural,dependent,Do the products that are made locally cost less?,nat_09877.wav
future,naturalistic,11,nat_10125,transport,plural,dependent,The roads that are icy will be slippery in the morning,nat_10125.wav
past,naturalistic,8,nat_03544,weather,singular,preposition,Wasn't the climate colder in the mountains then?,nat_03544.wav
future,naturalistic,9,nat_02867,humanity,plural,preposition,Many people will not attend the festival next year,nat_02867.wav
present,naturalistic,12,nat_12658,shopping,plural,independent,Many people like this store because it has a good return policy,nat_12658.wav
present,naturalistic,10,nat_17179,health,plural,dependent,Are the kids who play outside getting enough vitamin D?,nat_17179.wav
past,naturalistic,9,nat_04570,work,plural,preposition,The students on the course did not learn much,nat_04570.wav
future,naturalistic,10,nat_06454,art,singular,preposition,The painter will draw inspiration from nature and its beauty,nat_06454.wav
future,naturalistic,9,nat_01878,basic,plural,dependent,We will eat the food that they have prepared,nat_01878.wav
present,naturalistic,7,nat_17201,sport,singular,independent,The gymnast trains hard for the competition,nat_17201.wav
future,naturalistic,7,nat_03897,transport,singular,simple,The airport will not be closed tomorrow,nat_03897.wav
future,naturalistic,9,nat_02729,work,plural,preposition,The men without experience will not get the job,nat_02729.wav
present,naturalistic,10,nat_13037,health,singular,dependent,Does he think that his mom is getting better now?,nat_13037.wav
future,naturalistic,7,nat_06850,work,singular,simple,The teacher will grade our assignments tonight,nat_06850.wav
future,naturalistic,8,nat_00414,health,plural,simple,The smokers will try to quit next month,nat_00414.wav
present,naturalistic,7,nat_07887,humanity,plural,dependent,Many families attend church services every Sunday,nat_07887.wav
present,naturalistic,6,nat_06386,humanity,singular,simple,The film industry is very competitive,nat_06386.wav
past,naturalistic,10,nat_13562,food,singular,preposition,Did the smell of food from the kitchen wake you?,nat_13562.wav
present,naturalistic,8,nat_16429,sport,singular,preposition,Is the boxer in the corner very strong?,nat_16429.wav
past,naturalistic,9,nat_15754,work,plural,dependent,Did the managers who got promoted work very hard?,nat_15754.wav
future,naturalistic,8,nat_06485,science,plural,independent,Scientists will discover new planets while exploring space,nat_06485.wav
present,naturalistic,11,nat_19720,humanity,plural,preposition,The politicians in our country are debating new laws every week,nat_19720.wav
past,naturalistic,7,nat_06333,nature,plural,simple,Were the mountains not covered in snow?,nat_06333.wav
present,naturalistic,9,nat_11524,art,singular,dependent,The artist who created that mosaic is very patient,nat_11524.wav
past,naturalistic,9,nat_05932,housing,plural,preposition,Were the bathrooms in the apartments very clean yesterday?,nat_05932.wav
past,naturalistic,10,nat_12417,housing,plural,dependent,We didn't think the house was worth the price then,nat_12417.wav
present,naturalistic,9,nat_08065,sport,plural,independent,Footballers are not lazy because they train every day,nat_08065.wav
present,naturalistic,10,nat_12405,basic,plural,independent,The players are not winning so they are frustrated now,nat_12405.wav
present,naturalistic,7,nat_19102,food,singular,independent,Where doesn't she like to eat dinner?,nat_19102.wav
past,naturalistic,10,nat_01787,work,plural,independent,The company hired many new staff because they were expanding,nat_01787.wav
past,naturalistic,10,nat_00036,emotion,singular,independent,Did he feel relieved because the test was finally over?,nat_00036.wav
present,naturalistic,10,nat_07767,food,singular,independent,She eats salad when she wants to feel healthy instantly,nat_07767.wav
present,naturalistic,9,nat_04187,food,plural,preposition,The people next to us are not eating anything,nat_04187.wav
present,naturalistic,6,nat_01555,nature,singular,simple,Does the animal have sharp teeth?,nat_01555.wav
present,naturalistic,5,nat_07252,housing,singular,simple,Is the air conditioner noisy?,nat_07252.wav
past,naturalistic,8,nat_06398,health,plural,simple,The kids didn't eat healthy food last week,nat_06398.wav
past,naturalistic,9,nat_15744,shopping,singular,preposition,The customer next to me was not very patient,nat_15744.wav
future,naturalistic,8,nat_18428,art,singular,simple,Will the photographer take amazing pictures at sunset?,nat_18428.wav
past,naturalistic,8,nat_03708,food,plural,simple,The women did not follow the diet plan,nat_03708.wav
past,naturalistic,8,nat_18349,transport,plural,preposition,The family had a car accident last year,nat_18349.wav
past,naturalistic,11,nat_14063,science,plural,dependent,Were the math problems not solved by the students last week?,nat_14063.wav
present,naturalistic,10,nat_11604,basic,singular,independent,Do you like this gift or do I return it?,nat_11604.wav
past,naturalistic,10,nat_05775,weather,plural,dependent,Had the skiers been waiting for the snow to fall?,nat_05775.wav
future,naturalistic,10,nat_10037,work,plural,dependent,Those who do not practice will not improve their skills,nat_10037.wav
future,naturalistic,9,nat_13371,housing,plural,simple,Are the buyers going to like the new decor?,nat_13371.wav
future,naturalistic,9,nat_17752,food,plural,preposition,The cooks in the kitchen will prepare dinner tonight,nat_17752.wav
present,naturalistic,11,nat_07073,relationship,plural,independent,Do families go on vacation together so they can bond more?,nat_07073.wav
future,naturalistic,9,nat_15564,sport,plural,dependent,Those kids will not learn how to swim quickly,nat_15564.wav
future,naturalistic,11,nat_19606,science,singular,dependent,A person who studies computer science will have many job offers,nat_19606.wav
